target_image,pair_image,audio,stimulus_type,condition,sentence_template,target_onset,group,speaker,expt_practice,audio_duration
chair.jpg,globe.jpg,T_3_HFD_D_NN_sk.wav,target,HFD,3D,3738,groupD,non-native,NA,4701
star.jpg,funnel.jpg,T_4_HFD_D_NN_sk.wav,target,HFD,1D,3539,groupD,non-native,NA,4616
telephone.jpg,unicorn.jpg,T_5_HFD_D_NN_sk.wav,target,HFD,2D,3741,groupD,non-native,NA,4577
tooth.jpg,cactus.jpg,T_6_HFD_D_NN_sk.wav,target,HFD,3D,3738,groupD,non-native,NA,4323
ball.jpg,earring.jpg,T_7_HFD_D_NN_sk.wav,target,HFD,2D,3741,groupD,non-native,NA,4420
flower.jpg,palmtree.jpg,T_8_HFD_D_NN_sk.wav,target,HFD,3D,3738,groupD,non-native,NA,4361
raccoon.jpg,smoke.jpg,F_1_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,7413
jumprope.jpg,house.jpg,F_2_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6709
radish.jpg,bread.jpg,F_3_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6549
pick.jpg,bride.jpg,F_4_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,4337
pencilsharpener.jpg,bird.jpg,F_5_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6338
tripod.jpg,ear.jpg,F_6_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6814
seahorse.jpg,paper.jpg,F_7_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6609
ladle.jpg,butter.jpg,F_8_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,5313
firehydrant.jpg,doctor.jpg,F_9_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6168
kangaroo.jpg,wood.jpg,F_10_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,7433
crib.jpg,road.jpg,F_11_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6886
leopard.jpg,priest.jpg,F_12_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,5170
ladybug.jpg,suitcase.jpg,F_13_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,5562
drill.jpg,neck.jpg,F_14_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,6067
brush.jpg,rose.jpg,F_15_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,4791
walrus.jpg,net.jpg,F_16_LFD_NN_sk.wav,filler,LFD,original,NA,groupD,non-native,NA,5105
wine.jpg,penguin.jpg,F_1_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3152
hat.jpg,peach.jpg,F_2_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3124
cheese.jpg,butterfly.jpg,F_3_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3124
floor.jpg,thimble.jpg,F_4_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3495
man.jpg,beaver.jpg,F_5_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,2995
city.jpg,flute.jpg,F_6_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3018
bar.jpg,artichoke.jpg,F_7_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,2865
woman.jpg,slide.jpg,F_8_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3041
book.jpg,antlers.jpg,F_9_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3286
piano.jpg,razor.jpg,F_10_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3286
horse.jpg,iron.jpg,F_11_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3152
glass.jpg,zebra.jpg,F_12_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3274
boy.jpg,anvil.jpg,F_13_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3286
fire.jpg,binoculars.jpg,F_14_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3132
lips.jpg,safetypin.jpg,F_15_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3092
rock.jpg,recordplayer.jpg,F_16_HFF_NN_sk.wav,filler,HFF,original,NA,groupD,non-native,NA,3188
rollerskate.jpg,cow.jpg,practice1_N_de.wav,practice,practice,NA,NA,practice,native,yes,2839
glasses.jpg,bird2.jpg,practice2_N_de.wav,practice,practice,NA,NA,practice,native,yes,2620
rollerskate.jpg,cow.jpg,practice1_NN_de.wav,practice,practice,NA,NA,practice,non-native,yes,3835
glasses.jpg,bird2.jpg,practice2_NN_de.wav,practice,practice,NA,NA,practice,non-native,yes,3064
toothbrush.jpg,bench.jpg,T_1_LFF_A_N_de.wav,target,LFF,1F,2074,groupA,native,NA,2904
blimp.jpg,shoe.jpg,T_2_LFF_A_N_de.wav,target,LFF,2F,1982,groupA,native,NA,2765
globe.jpg,chair.jpg,T_3_LFF_A_N_de.wav,target,LFF,3F,1892,groupA,native,NA,2807
funnel.jpg,star.jpg,T_4_LFF_A_N_de.wav,target,LFF,1F,2074,groupA,native,NA,3057
unicorn.jpg,telephone.jpg,T_5_LFF_A_N_de.wav,target,LFF,2F,1982,groupA,native,NA,2827
cactus.jpg,tooth.jpg,T_6_LFF_A_N_de.wav,target,LFF,3F,1892,groupA,native,NA,2696
earring.jpg,ball.jpg,T_7_LFF_A_N_de.wav,target,LFF,1F,2074,groupA,native,NA,2687
palmtree.jpg,flower.jpg,T_8_LFF_A_N_de.wav,target,LFF,2F,1982,groupA,native,NA,2525
highchair.jpg,table.jpg,T_1_LFD_A_N_de.wav,target,LFD,1D,3261,groupA,native,NA,4446
sewingmachine.jpg,factory.jpg,T_2_LFD_A_N_de.wav,target,LFD,2D,3393,groupA,native,NA,4360
wheelbarrow.jpg,stairs.jpg,T_3_LFD_A_N_de.wav,target,LFD,3D,3302,groupA,native,NA,3949
igloo.jpg,rain.jpg,T_4_LFD_A_N_de.wav,target,LFD,1D,3261,groupA,native,NA,4107
swing.jpg,wall.jpg,T_5_LFD_A_N_de.wav,target,LFD,2D,3393,groupA,native,NA,4396
pineapple.jpg,bridge.jpg,T_6_LFD_A_N_de.wav,target,LFD,3D,3302,groupA,native,NA,4130
typewriter.jpg,cigarette.jpg,T_7_LFD_A_N_de.wav,target,LFD,1D,3261,groupA,native,NA,4232
vacuum.jpg,king.jpg,T_8_LFD_A_N_de.wav,target,LFD,2D,3393,groupA,native,NA,4237
bottle.jpg,saw.jpg,T_1_HFF_A_N_de.wav,target,HFF,1F,2074,groupA,native,NA,2652
sun.jpg,harp.jpg,T_2_HFF_A_N_de.wav,target,HFF,2F,1982,groupA,native,NA,2548
moon.jpg,fan.jpg,T_3_HFF_A_N_de.wav,target,HFF,3F,1892,groupA,native,NA,2632
car.jpg,alligator.jpg,T_4_HFF_A_N_de.wav,target,HFF,1F,2074,groupA,native,NA,2702
baby.jpg,rhinoceros.jpg,T_5_HFF_A_N_de.wav,target,HFF,2F,1982,groupA,native,NA,2594
bus.jpg,snowman.jpg,T_6_HFF_A_N_de.wav,target,HFF,3F,1892,groupA,native,NA,2517
arm.jpg,ostrich.jpg,T_7_HFF_A_N_de.wav,target,HFF,2F,1982,groupA,native,NA,2552
train.jpg,pumpkin.jpg,T_8_HFF_A_N_de.wav,target,HFF,3F,1892,groupA,native,NA,2624
dog.jpg,hose.jpg,T_1_HFD_A_N_de.wav,target,HFD,1D,3261,groupA,native,NA,4131
church.jpg,snail.jpg,T_2_HFD_A_N_de.wav,target,HFD,2D,3393,groupA,native,NA,4265
nose.jpg,wateringcan.jpg,T_3_HFD_A_N_de.wav,target,HFD,3D,3302,groupA,native,NA,4087
door.jpg,strawberry.jpg,T_4_HFD_A_N_de.wav,target,HFD,1D,3261,groupA,native,NA,3825
fish.jpg,dolphin.jpg,T_5_HFD_A_N_de.wav,target,HFD,2D,3393,groupA,native,NA,3825
hand.jpg,bat.jpg,T_6_HFD_A_N_de.wav,target,HFD,3D,3302,groupA,native,NA,3866
eye.jpg,puzzle.jpg,T_7_HFD_A_N_de.wav,target,HFD,2D,3393,groupA,native,NA,3776
tree.jpg,dinosaur.jpg,T_8_HFD_A_N_de.wav,target,HFD,3D,3302,groupA,native,NA,3891
raccoon.jpg,smoke.jpg,F_1_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4745
jumprope.jpg,house.jpg,F_2_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,5450
radish.jpg,bread.jpg,F_3_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,5953
pick.jpg,bride.jpg,F_4_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4701
pencilsharpener.jpg,bird.jpg,F_5_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4208
tripod.jpg,ear.jpg,F_6_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,5600
seahorse.jpg,paper.jpg,F_7_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4658
ladle.jpg,butter.jpg,F_8_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4562
firehydrant.jpg,doctor.jpg,F_9_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4208
kangaroo.jpg,wood.jpg,F_10_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4390
crib.jpg,road.jpg,F_11_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4390
leopard.jpg,priest.jpg,F_12_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4390
ladybug.jpg,suitcase.jpg,F_13_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4947
drill.jpg,neck.jpg,F_14_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,4833
brush.jpg,rose.jpg,F_15_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,5943
walrus.jpg,net.jpg,F_16_LFD_N_de.wav,filler,LFD,original,NA,groupA,native,NA,5840
wine.jpg,penguin.jpg,F_1_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2711
hat.jpg,peach.jpg,F_2_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2527
cheese.jpg,butterfly.jpg,F_3_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2527
floor.jpg,thimble.jpg,F_4_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2564
man.jpg,beaver.jpg,F_5_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2564
city.jpg,flute.jpg,F_6_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2478
bar.jpg,artichoke.jpg,F_7_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2425
woman.jpg,slide.jpg,F_8_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2417
book.jpg,antlers.jpg,F_9_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2503
piano.jpg,razor.jpg,F_10_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2670
horse.jpg,iron.jpg,F_11_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2564
glass.jpg,zebra.jpg,F_12_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2633
boy.jpg,anvil.jpg,F_13_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2478
fire.jpg,binoculars.jpg,F_14_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2580
lips.jpg,safetypin.jpg,F_15_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2478
rock.jpg,recordplayer.jpg,F_16_HFF_N_de.wav,filler,HFF,original,NA,groupA,native,NA,2580
highchair.jpg,table.jpg,T_1_LFF_B_N_de.wav,target,LFF,1F,2074,groupB,native,NA,3332
sewingmachine.jpg,factory.jpg,T_2_LFF_B_N_de.wav,target,LFF,2F,1982,groupB,native,NA,2906
wheelbarrow.jpg,stairs.jpg,T_3_LFF_B_N_de.wav,target,LFF,3F,1892,groupB,native,NA,2524
igloo.jpg,rain.jpg,T_4_LFF_B_N_de.wav,target,LFF,1F,2074,groupB,native,NA,2669
swing.jpg,wall.jpg,T_5_LFF_B_N_de.wav,target,LFF,2F,1982,groupB,native,NA,2823
pineapple.jpg,bridge.jpg,T_6_LFF_B_N_de.wav,target,LFF,3F,1892,groupB,native,NA,2705
typewriter.jpg,cigarette.jpg,T_7_LFF_B_N_de.wav,target,LFF,1F,2074,groupB,native,NA,3028
vacuum.jpg,king.jpg,T_8_LFF_B_N_de.wav,target,LFF,2F,1982,groupB,native,NA,2783
toothbrush.jpg,bench.jpg,T_1_LFD_B_N_de.wav,target,LFD,1D,3261,groupB,native,NA,4091
blimp.jpg,shoe.jpg,T_2_LFD_B_N_de.wav,target,LFD,2D,3393,groupB,native,NA,4384
globe.jpg,chair.jpg,T_3_LFD_B_N_de.wav,target,LFD,3D,3302,groupB,native,NA,4232
funnel.jpg,star.jpg,T_4_LFD_B_N_de.wav,target,LFD,1D,3261,groupB,native,NA,4244
unicorn.jpg,telephone.jpg,T_5_LFD_B_N_de.wav,target,LFD,2D,3393,groupB,native,NA,4322
cactus.jpg,tooth.jpg,T_6_LFD_B_N_de.wav,target,LFD,3D,3302,groupB,native,NA,4120
earring.jpg,ball.jpg,T_7_LFD_B_N_de.wav,target,LFD,1D,3261,groupB,native,NA,3874
palmtree.jpg,flower.jpg,T_8_LFD_B_N_de.wav,target,LFD,2D,3393,groupB,native,NA,4009
dog.jpg,hose.jpg,T_1_HFF_B_N_de.wav,target,HFF,1F,2074,groupB,native,NA,2919
church.jpg,snail.jpg,T_2_HFF_B_N_de.wav,target,HFF,2F,1982,groupB,native,NA,2952
nose.jpg,wateringcan.jpg,T_3_HFF_B_N_de.wav,target,HFF,3F,1892,groupB,native,NA,2738
door.jpg,strawberry.jpg,T_4_HFF_B_N_de.wav,target,HFF,1F,2074,groupB,native,NA,2638
fish.jpg,dolphin.jpg,T_5_HFF_B_N_de.wav,target,HFF,2F,1982,groupB,native,NA,2468
hand.jpg,bat.jpg,T_6_HFF_B_N_de.wav,target,HFF,3F,1892,groupB,native,NA,2529
eye.jpg,puzzle.jpg,T_7_HFF_B_N_de.wav,target,HFF,2F,1982,groupB,native,NA,2419
tree.jpg,dinosaur.jpg,T_8_HFF_B_N_de.wav,target,HFF,3F,1892,groupB,native,NA,2529
bottle.jpg,saw.jpg,T_1_HFD_B_N_de.wav,target,HFD,1D,3261,groupB,native,NA,3838
sun.jpg,harp.jpg,T_2_HFD_B_N_de.wav,target,HFD,2D,3393,groupB,native,NA,4002
moon.jpg,fan.jpg,T_3_HFD_B_N_de.wav,target,HFD,3D,3302,groupB,native,NA,3975
car.jpg,alligator.jpg,T_4_HFD_B_N_de.wav,target,HFD,1D,3261,groupB,native,NA,3889
baby.jpg,rhinoceros.jpg,T_5_HFD_B_N_de.wav,target,HFD,2D,3393,groupB,native,NA,4049
bus.jpg,snowman.jpg,T_6_HFD_B_N_de.wav,target,HFD,3D,3302,groupB,native,NA,3873
arm.jpg,ostrich.jpg,T_7_HFD_B_N_de.wav,target,HFD,2D,3393,groupB,native,NA,3869
train.jpg,pumpkin.jpg,T_8_HFD_B_N_de.wav,target,HFD,3D,3302,groupB,native,NA,3985
raccoon.jpg,smoke.jpg,F_1_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4745
jumprope.jpg,house.jpg,F_2_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,5450
radish.jpg,bread.jpg,F_3_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,5953
pick.jpg,bride.jpg,F_4_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4701
pencilsharpener.jpg,bird.jpg,F_5_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4208
tripod.jpg,ear.jpg,F_6_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,5600
seahorse.jpg,paper.jpg,F_7_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4658
ladle.jpg,butter.jpg,F_8_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4562
firehydrant.jpg,doctor.jpg,F_9_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4208
kangaroo.jpg,wood.jpg,F_10_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4390
crib.jpg,road.jpg,F_11_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4390
leopard.jpg,priest.jpg,F_12_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4390
ladybug.jpg,suitcase.jpg,F_13_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4947
drill.jpg,neck.jpg,F_14_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,4833
brush.jpg,rose.jpg,F_15_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,5943
walrus.jpg,net.jpg,F_16_LFD_N_de.wav,filler,LFD,original,NA,groupB,native,NA,5840
wine.jpg,penguin.jpg,F_1_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2711
hat.jpg,peach.jpg,F_2_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2527
cheese.jpg,butterfly.jpg,F_3_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2527
floor.jpg,thimble.jpg,F_4_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2564
man.jpg,beaver.jpg,F_5_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2564
city.jpg,flute.jpg,F_6_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2478
bar.jpg,artichoke.jpg,F_7_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2425
woman.jpg,slide.jpg,F_8_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2417
book.jpg,antlers.jpg,F_9_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2503
piano.jpg,razor.jpg,F_10_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2670
horse.jpg,iron.jpg,F_11_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2564
glass.jpg,zebra.jpg,F_12_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2633
boy.jpg,anvil.jpg,F_13_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2478
fire.jpg,binoculars.jpg,F_14_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2580
lips.jpg,safetypin.jpg,F_15_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2478
rock.jpg,recordplayer.jpg,F_16_HFF_N_de.wav,filler,HFF,original,NA,groupB,native,NA,2580
saw.jpg,bottle.jpg,T_1_LFF_C_N_de.wav,target,LFF,1F,2074,groupC,native,NA,2709
harp.jpg,sun.jpg,T_2_LFF_C_N_de.wav,target,LFF,2F,1982,groupC,native,NA,2625
fan.jpg,moon.jpg,T_3_LFF_C_N_de.wav,target,LFF,3F,1892,groupC,native,NA,2852
alligator.jpg,car.jpg,T_4_LFF_C_N_de.wav,target,LFF,1F,2074,groupC,native,NA,3039
rhinoceros.jpg,baby.jpg,T_5_LFF_C_N_de.wav,target,LFF,2F,1982,groupC,native,NA,2891
snowman.jpg,bus.jpg,T_6_LFF_C_N_de.wav,target,LFF,3F,1892,groupC,native,NA,2590
ostrich.jpg,arm.jpg,T_7_LFF_C_N_de.wav,target,LFF,1F,2074,groupC,native,NA,2960
pumpkin.jpg,train.jpg,T_8_LFF_C_N_de.wav,target,LFF,2F,1982,groupC,native,NA,2675
hose.jpg,dog.jpg,T_1_LFD_C_N_de.wav,target,LFD,1D,3261,groupC,native,NA,3983
snail.jpg,church.jpg,T_2_LFD_C_N_de.wav,target,LFD,2D,3393,groupC,native,NA,3870
wateringcan.jpg,nose.jpg,T_3_LFD_C_N_de.wav,target,LFD,3D,3302,groupC,native,NA,4293
strawberry.jpg,door.jpg,T_4_LFD_C_N_de.wav,target,LFD,1D,3261,groupC,native,NA,4123
dolphin.jpg,fish.jpg,T_5_LFD_C_N_de.wav,target,LFD,2D,3393,groupC,native,NA,4086
bat.jpg,hand.jpg,T_6_LFD_C_N_de.wav,target,LFD,3D,3302,groupC,native,NA,4115
puzzle.jpg,eye.jpg,T_7_LFD_C_N_de.wav,target,LFD,1D,3261,groupC,native,NA,3988
dinosaur.jpg,tree.jpg,T_8_LFD_C_N_de.wav,target,LFD,2D,3393,groupC,native,NA,4226
bench.jpg,toothbrush.jpg,T_1_HFF_C_N_de.wav,target,HFF,1F,2074,groupC,native,NA,2705
shoe.jpg,blimp.jpg,T_2_HFF_C_N_de.wav,target,HFF,2F,1982,groupC,native,NA,2557
chair.jpg,globe.jpg,T_3_HFF_C_N_de.wav,target,HFF,3F,1892,groupC,native,NA,2617
star.jpg,funnel.jpg,T_4_HFF_C_N_de.wav,target,HFF,1F,2074,groupC,native,NA,2749
telephone.jpg,unicorn.jpg,T_5_HFF_C_N_de.wav,target,HFF,2F,1982,groupC,native,NA,2771
tooth.jpg,cactus.jpg,T_6_HFF_C_N_de.wav,target,HFF,3F,1892,groupC,native,NA,2535
ball.jpg,earring.jpg,T_7_HFF_C_N_de.wav,target,HFF,2F,1982,groupC,native,NA,2619
flower.jpg,palmtree.jpg,T_8_HFF_C_N_de.wav,target,HFF,3F,1892,groupC,native,NA,2367
table.jpg,highchair.jpg,T_1_HFD_C_N_de.wav,target,HFD,1D,3261,groupC,native,NA,3866
factory.jpg,sewingmachine.jpg,T_2_HFD_C_N_de.wav,target,HFD,2D,3393,groupC,native,NA,4084
stairs.jpg,wheelbarrow.jpg,T_3_HFD_C_N_de.wav,target,HFD,3D,3302,groupC,native,NA,3870
rain.jpg,igloo.jpg,T_4_HFD_C_N_de.wav,target,HFD,1D,3261,groupC,native,NA,4011
wall.jpg,swing.jpg,T_5_HFD_C_N_de.wav,target,HFD,2D,3393,groupC,native,NA,3745
bridge.jpg,pineapple.jpg,T_6_HFD_C_N_de.wav,target,HFD,3D,3302,groupC,native,NA,3805
cigarette.jpg,typewriter.jpg,T_7_HFD_C_N_de.wav,target,HFD,2D,3393,groupC,native,NA,3998
king.jpg,vacuum.jpg,T_8_HFD_C_N_de.wav,target,HFD,3D,3302,groupC,native,NA,3965
raccoon.jpg,smoke.jpg,F_1_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4745
jumprope.jpg,house.jpg,F_2_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,5450
radish.jpg,bread.jpg,F_3_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,5953
pick.jpg,bride.jpg,F_4_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4701
pencilsharpener.jpg,bird.jpg,F_5_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4208
tripod.jpg,ear.jpg,F_6_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,5600
seahorse.jpg,paper.jpg,F_7_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4658
ladle.jpg,butter.jpg,F_8_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4562
firehydrant.jpg,doctor.jpg,F_9_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4208
kangaroo.jpg,wood.jpg,F_10_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4390
crib.jpg,road.jpg,F_11_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4390
leopard.jpg,priest.jpg,F_12_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4390
ladybug.jpg,suitcase.jpg,F_13_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4947
drill.jpg,neck.jpg,F_14_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,4833
brush.jpg,rose.jpg,F_15_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,5943
walrus.jpg,net.jpg,F_16_LFD_N_de.wav,filler,LFD,original,NA,groupC,native,NA,5840
wine.jpg,penguin.jpg,F_1_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2711
hat.jpg,peach.jpg,F_2_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2527
cheese.jpg,butterfly.jpg,F_3_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2527
floor.jpg,thimble.jpg,F_4_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2564
man.jpg,beaver.jpg,F_5_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2564
city.jpg,flute.jpg,F_6_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2478
bar.jpg,artichoke.jpg,F_7_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2425
woman.jpg,slide.jpg,F_8_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2417
book.jpg,antlers.jpg,F_9_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2503
piano.jpg,razor.jpg,F_10_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2670
horse.jpg,iron.jpg,F_11_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2564
glass.jpg,zebra.jpg,F_12_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2633
boy.jpg,anvil.jpg,F_13_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2478
fire.jpg,binoculars.jpg,F_14_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2580
lips.jpg,safetypin.jpg,F_15_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2478
rock.jpg,recordplayer.jpg,F_16_HFF_N_de.wav,filler,HFF,original,NA,groupC,native,NA,2580
hose.jpg,dog.jpg,T_1_LFF_D_N_de.wav,target,LFF,1F,2074,groupD,native,NA,2796
snail.jpg,church.jpg,T_2_LFF_D_N_de.wav,target,LFF,2F,1982,groupD,native,NA,2543
wateringcan.jpg,nose.jpg,T_3_LFF_D_N_de.wav,target,LFF,3F,1892,groupD,native,NA,2888
strawberry.jpg,door.jpg,T_4_LFF_D_N_de.wav,target,LFF,1F,2074,groupD,native,NA,2936
dolphin.jpg,fish.jpg,T_5_LFF_D_N_de.wav,target,LFF,2F,1982,groupD,native,NA,2730
bat.jpg,hand.jpg,T_6_LFF_D_N_de.wav,target,LFF,3F,1892,groupD,native,NA,2753
puzzle.jpg,eye.jpg,T_7_LFF_D_N_de.wav,target,LFF,1F,2074,groupD,native,NA,2802
dinosaur.jpg,tree.jpg,T_8_LFF_D_N_de.wav,target,LFF,2F,1982,groupD,native,NA,2870
saw.jpg,bottle.jpg,T_1_LFD_D_N_de.wav,target,LFD,1D,3261,groupD,native,NA,3901
harp.jpg,sun.jpg,T_2_LFD_D_N_de.wav,target,LFD,2D,3393,groupD,native,NA,3981
fan.jpg,moon.jpg,T_3_LFD_D_N_de.wav,target,LFD,3D,3302,groupD,native,NA,4243
alligator.jpg,car.jpg,T_4_LFD_D_N_de.wav,target,LFD,1D,3261,groupD,native,NA,4226
rhinoceros.jpg,baby.jpg,T_5_LFD_D_N_de.wav,target,LFD,2D,3393,groupD,native,NA,4243
snowman.jpg,bus.jpg,T_6_LFD_D_N_de.wav,target,LFD,3D,3302,groupD,native,NA,3938
ostrich.jpg,arm.jpg,T_7_LFD_D_N_de.wav,target,LFD,1D,3261,groupD,native,NA,4147
